TEXT,LOCATION,LABEL
the transport of newborn less than hours old carried out in and by the paris samu professor m caras unit is studied he delay of arrival of the medical team is on the average one hour the child arrives in the resuscitation center approximately two and a quarter hours after the call in cases an umbilical catheter was put in place in cases the child was intubated artificial ventilation was carried out during transport on arrival from the mean values the temperature was degrees the ph the po the blood sugar gthree practical conclusions must be drawn reserve high risk deliveries for specialized centers when the degree of emergency compells delivery in a badly equipped center contact the samu from the beginning of labour render the actions carried out by the transporting doctor even more rigorous and controled which implies an organized smur which is well equipped and TR,148,trained
necrotizing enterocolitis of the P0 has an anatomical definition lesions discovered during surgery or on postmortem examination progress in neanatal shock reveals facts already known in the adult and in experimental medicine concept of preferential and circulatory bypass a considerable decrease in blood flow is seen in the latter during shock this shock is sometimes not important MES circulation is the best example this syndrome should therefore be included in the L1 vascular changes of neonatal period vascular and infectious enteropathy is a broader term which seems more AGA because of aetiological and therapeutic implications the aetiology should be considered as a sum of several factors varying from one patient to another multifactorial disease the circulatory component remains very important its severity depends on whether or not it is treated four notions should be defined census of population of subjects with high risk of vascular and infectious enteropathy score trial isolation of clinical pictures corresponding to a medical or surgical stage grouping of elements for immediate and long term prognosis grouping of elements for immediate and long term prognosis proposal of preventive treatment to the high risk patients surgery continuons parenteral and enteral feeding are intientionally left out in this paper the interest of this concept of the disease is to eradicate severe forms as in the neonatal idiopathic respiratory distress syndrome where a similar concept was adopted,4|57|71|88,newborn|mesenteric|major|appropriate
the authors report their five yearexperience in reanimation during thoracic surgery in the newborn the report concerns cases atresias of the CLO and DIA hernias prognosonis depends on a permanent temam of suitably qualified doctors ready to carry out at any time the required therapy on the infant free air way kinesitherapy continous and prolonged suction of oesophageal atresias and bronchial suction ventilation surgery on clean lungs in atresias diaphragmatic prosthesis and suturing of skin in hernias respect of these rules in diaphragmatic hernias saved lives out of in oesophageal atresias survived out of cases classified as good cases and the total survival rate was,21|23,oesophagus|diaphragmatic
the best chances of survival for a P0 depend on the following factors the possibility of clinical and haemodynamic diagnosis of the malformation adequate reanimation and surgery all this must be carried out as early as possible although catheterization is very risky it should be CR and as fast as possible under monitoring of ventilation and haemodynamies reanimation is very important before during and after surgery it should be more preventive than curative very often surgery is only palliative at this age taking into account progress in surgical techniques the authors report their experience in anaesthesia and ressuscitation of patients under days old they were all operated on in laennec in professor matheys department but only some of them were catheterized there,7|45,newborn|complete
leucomalacia or white matter necrosis is one of the L1 aspects of neonatal encephalopathies especially in the premature baby these necroses are found mainly in the deep PV WG matter of the semioval centre characteristically they are ischaemic and their anatomical and histological progress is rapid coagulation CN with rapid axonal fragmentation followed by polymorphic cellular reaction with glial cells and macrophages regeneration in the minor forms consists of glyosis process in severe forms multiple cavities appear in a few weeks physiopathogenic hypotheses put forward are related to the very anatomic aite special tissue and terminal arteries onset of myelinization process associated clinical and biological lesions such as hypoxia acidosis and hypotention these lesions are symptomfree during the neonatal period one of us suggested in that these could be the anatomical basis of spastic monoplegia or diplegia littles disease all motor cerebral sequelae have disappeared since years this is particularly significant mainly in the case of spastic diplegia of the former premature baby under g this decrease coincides with improvement in neonatal care especially correction of hypoxia acidosis and cardiovascular collapse these findings seem to support the pathogenic hypotheses,9|27|28|47,major|periventricular|white|necrosis
using results in cases from two neonatal units paristours the authors emphasize the essential facts concerning neonatal listeriosis incidence of an infectious maternal disease cases out of of permaturity of cases and of foetal distress clinical study early neonatal infectious are the only forms seen clinical signs appear before the first day out of these is septicaemia with mainly respiratory signs olypnoea laboured breathing their presence and clinical PH should incite to take swabs of the orifices and carry out blood culture the newborn are given double antibiotherapy penicline and aninoside or kanamycine and gentalline while waiting for laboratory reports this routine treatment based on maternal past history and on mild clinical signs at this stage has improved the prognosis of these septicaemias deaths out of children,68,history
coagulation CA are particularly frequent in neonatal pathology and justify exploration of hemostasis in the newborn first of all we established a profile of coagulation in the newborn using our own results and data from the literature contrasting with a deficit in numerous AF ii vii ix x xi and xii overall coagulation is normal or even increased the fibrinolytic system is characterized by a low plasminogen level but the activity of this system is transitorily increased then we recall the known syndromes avitaminosis k constitutional deficits in the coagulation factors isolated thrombopenia DIC however numerous problems persist abnormalities in the clotting AF are frequently difficult to interpret correlation between the clinical and laboratory pictures does not always exist we emphasize the necessity for preventive measures,1|43|93|102,abnormalities|factors|disseminated intravascular clotting|factors
in most cases birth brings an infant who can rapidly adapt himself to a normal extrauterine life however sometimes and most of all in high risk cases this infant needs a correct surveillance before and after the delivery in order to prevent morbidity and especially perinatal morbidity our actual knowledge derived from the fantastic progress of perinatalogy demonstrates that in order to assure the wanted end of the pregnancy the only assistance of the delivery at hospital by a qualified obstetrician is not enough it is necessary to have a continuous surveillance at the beginning of the pregnancy and during the pregnancy and a correct attention at the mother foetus binomial during the labor and the delivery that will permit the discovery of pre para and PN AF to undertake the prevention and to lower the number of perinatal mortality,126|127,postnatal|factors
the increasing use of medications during pregnancy and labour leads to the question of their true effectiveness and the absence of harmful effects for both mother and foetus study of the action of medications given to the pregnant woman requires clinical trials with precise methodology including as an essential stage the definition of an experimental protocol random distribution of the subjects to the various groups and statistical analysis of the results based upon objective criteria are essential no T0 of the action of a medication as far as mother and foetus should be undertaken without prior parmacological and pharmacokinetic trials,78,study
this report considers interference between medications for on the one hand drugs given during pregnancy and on the other hand drugs given to the pregnant women and anaesthetic agents consideration is given to progestational agents oxytocics betamimetics corticosteroids insulin hypotensive agents diuretics and psychiatric drugs for each case of interference an attempt is made to provide practical data with particular respect to those combinations frequently prescribed by obstetricians eg the combination of the betamimetics and corticosteroids with the aim of preventing impending premature onset of labour and to ensure foetal pulmonary maturation the combination of insulin and corticosteroids given to diabetics with the aim of preventing hyaline TMD the combination of CSs with antihistamines in the treatment of rhesus disease the association of oxytocics with C1 quantities of IVF in the case of postpartum haemorrhage and hypontensive medication combinations and the problems which may result with emergency anaesthesis,107|111|125|128,membrane disease|corticosteroids|large|intravenous fluid
the medicamental heritage of the newborn baby is a reality that we are more and more realizing during intrauterine life the foetus is placed under different maternal influences that the newborn baby is done an old and unsafe one who can present as early as his birth modifications of his own metabolism to know if this heritage is really a dotation or an empoisoned gift is an important question that we are going to study in CS of experimental data and constatations of clinical pharmacology,76,light
the use of drugs during pregnancy is very common some substances can provoke in the foetus troubles and anatomical or PET disorders which may be detected either at birth or later on then it is necessary the physicians restrict the prescription of therapeutical agents for and only for wellknowned indications the education of people in regard of this subject is also necessary about drugs used during pregnancy without medical advices,20,functional
the T0 of P0 of birthweight less than or equal to g characterized by a common point the presence of placenta praevia in the mother enabled us to come to grips with the severe respiratory distress that these newborn can have from the clinical standpoint there is always early respiratory distress from the radiological standpoint by far the most dominant pathology was interstitial edema giving rise to a wet lung from the biochemical standpoint the blood gases were characterized in a certain number of cases by hypoxemia which was refractory to the usual forms of treatment from the mechanical standpoint measurements carried out in patients confirmed the extraordinary fall in these patients compliance the clinical radiological blood gas and mechanical analysis enabled one to differenciate main types of indications for artificial ventilation acute hypoxemia the idea of an increased need for oxygen in these types of indications for artificial ventilation it was apparent that the treatment of choice is constant positive pressure which may or may not be combined with intermittent positive pressure with this treatment technique none of the patients progressed to massive atelectasis it can be said that with the advent of techniques of ventilation by OHP combining ipp with cpp one has definitively eliminated from this pathological picture the principal cause of death anoxia due to massive alveolar collapse,1|3|198,study|newborn|high pressure
within the limits granted neuroleptanalgesia constitutes a very interesting technique in the major part of management of labour in particular it has the advantage of preserving maternal consciousness on the other hand it allows analgesia of rather long duration which renders early management of labour possible while still respecting its physiology the institution of this technique demands the presence at the parturients bedside not only of the obstetrician and the medwife but also that of a qualified anesthetist as in all cases of L1 management of labour it engages the responsability of the obstetrical team which undertakes it and this is even more so the earlier it is started to us its indications seem comparable with those of gamma oh the early management of labour however has the advantage over the latter of preserving maternal consciouness moreover it proved to be particularly interesting in the management of breech presentations but if its properties are an advantage in the indications which we have just mentioned they can constitute an invonvenience and restrain its use under different circumstances its slowness of induction the absence of narcosis which limits the effect on cervical resistance means that one prefers the toulouse method using pentothal for the management of labour after centimeters of dilatation in conclusion it seems important to us to state that neuroleptanalgesia is not the ideal method for management of labour any more than is thiopental or gammaoh other techniques merit being studied their T0 must obey strict rules in order to specify the risks and therefore the indications and limits it should cover different fields which are pharmacology the objective assessment by quantitative criteria of the effects on uterine contraction on the mothers clinical and biological state as well as that of the fetus in utero then that of the child in the first hours of live and up to the first years of his development,83|242,major|study
it is rather difficult to draw up a list of the drugs most frequently used during pregnancy and to specify their action on the mother the uterus ans the fetus bearing in mind the differences between them this difficulty results in particular from the high number of drugs owing to the frequency of prescriptions and selfmedication in the Pr woman who suffers from numerous disorders and the possibility of a pathology associated with the pregnancy or a pathology due to the pregnancy itself thereby defining the high risk pregnancy on this BG already modified by pregnancy under the hold of numerous drugs an anesthetic can be necessary in addition during labour or delivery the frequency of which can be estimated as being approximately per cent it is not possible to T0 all therapeutic agents in a single communication one can only evoke the influence of the most currently used drugs analgesics antibiotics diuretics sleeping tablets antihypertensives and those aimed at the neuropsychiatric system antidepression agents neuroleptics tranquillizers which are so frequently used at present finally during labour the number of parturients who receive no drugs is rare ocytocic and antispasmodic agents can also interfere with an anesthetic all of these ideas which are more and more difficult to acquire are important to know in fact the person in charge of the delivery must prescribe as little drugs as possible in order to avoid multiple drug interference which is rather difficult to predict knowing the possible action of drugs on the fetus in order to allow best adaptation to life in our atmosphere T3 delivery and foreseeing the possible necessity for an anesthetic in his turn the anesthetist should have a good knowledge of obstetrical physiology and pathology and the drugs capable of being used during pregnancy and labour in order to be able to choose the best adapted anesthetic this emphasized the importance of a well integrated obstetricoanesthetic team in which each member knows the problems of the other with the aim of being the least possible noxious for the mother and the future newborn the fetus this also emphasizes the necessity for anesthetists attached to the ostetrical unit knowing like the obstetrician the histories of those women with high risk pregnancies obstetrical anesthetics cannot be improvised,58|91|130|262,pregnant|background|study|after
the methods used for ventilation of the neonate shold be based upon consideration of the physiological changes which occure in the lungs and circulation at birth of the normal infant three important changes must be taken into consideration the first is the formation of a residual volume of alveolar gas the second the resorption of pulmonary fluid and the third a decrease in pulmonary vascular resistance upon which is dependent the change from foetal circulation to that of the neonate to begin insufflation of foetal lungs it is necessary to use a pressure of between and cm ho after the first insufflation a good deal of air remains in the lungs even during expiration as long as pulmonary surfactant is present in the absence of the latter residual pressure at the end of expiration is necessary in order to avoid the lung emptying itself of air the resorption of pulmonary liquid from the alveolar spaces into the blood is dependent upon a change in the permeability of the AM epithelium which renders possible the rapid passage of water via the channels which open probably between the epithelial cells and this change is dependent upon an expansion of the lungs by a pressure of between and cm ho dilatation of the pulmonary vessels depends in part upon an increase in partial pressure of oxygen and a fall in carbon dioxide in the environment of the pulmonary arterioles and in part upon mechanical changes brought about by the movements of ventilatation,168,alveolar
the authors describe a simple method of spectrofluorimetric estimation of AC applicable to blood and urine sufficiently CS to obtain therapeutic concentrations after administration of a mg dose by mouth one may observe a maximal plasma concentration hours later with average values of mgliter the principle of the estimation is based on acid hydrolysis of the product then condensation of the liberated amine with nitroso naphtol to give a fluorescent derivative stimulation nm emission nm,10|17,acebutolol|sensitive
OCT activity was determined by estimation of the citrulline formed during the reaction citrulline is estimated by DAM in the presence of TSC the conditions of enzyme analysis were then studied in buffer veronalacetate medium at degrees c the optimum ph for activity depended on the ornithine concentration but was independent of carbamylphosphate concentration at ph ornithine at concentrations higher than mm inhibited enzyme activity ornithine km was mm and that of carbamylphosphate was mm the incubation time for determination of oct activity was minutes citrulline production was proportional to the enzyme concentration up to activities of unitsl serum urea was destroyed by a urease of high quality so that the formation of citrulline in the control reagents was minimal REF values determined on a hospital population without liver HR or pulmonary disease lay between unitsl the coefficient of variation of the technique determined on a pool of serum of moderate activity was unitsl ie per cent,0|17|22|120|129,ornithine carbamyl transferase|diacetylmonoxime|thiosemicarbazide|reference|heart
the analgesic potency of anileridine and pethidine was compared in patients by measuring their effect on withdrawal movements caused by pinching of the skin or by surgery during no o anaesthesia it appeared that anileridine is to times as potent as pethidine on a weight basis in equianalgesic doses the incidence of SE was equal after both drugs,52,side effects
the effects of the cardioselective betablocker MET were evaluated under doubleblind conditions in eighteen patients with angina pectoris during an introductory runin period of eight weeks a PL was given singleblindly thereafter two doubleblind crossover periods each of four weeks followed either mg metroprolol or placebo being given tid metoprolol gave a significant reduction in the number of anginal attacks and in nitroglycerin consumption the patients subjective assessments of their daily AP PS also showed a significant improvement compared with the placebo at the end of each period a standardized exercise test was performed in comparison with placebo metoprolol gave a significant increase of total work performed until the appearance of mm stsegment depression and until the end of exercise the heart rate was significantly reduced at rest and during exercise the blood pressure was significantly reduced only during exercise none of the patients reported any severe unwanted effects the complaints reported were mild to moderate and the frequency during metoprolol treatment was even lower than during placebo treatment no signs or symptoms of cardiac failure were seen in any of these patients on any occasion it is concluded that mg metoprolol tid is of benefit in the treatment of angina pectoris but further benefit might be obtained with higher doses,6|27|71|72,metoprolol|placebo|angina pectoris|symptoms
according to the literature data biosynthesis of NB by act spheroides unlike other antibiotics does not practically depend on the phosphorus levels in the medium in the present paper it is shown that production of NB in NK media is sensitive to the concentration of mineral phosphorus in the medium the optimal concentration of phosphorus for biosynthesis of novobiocin is almost within the same ranges as that for biosynthesis of streptomycin tetracyclines and oleandomycin,7|35|37,novobiocin|novobiocin|natural
electivedifferentiating solid nutrient media for simultaneous isolation of vibrioes salmonella and shigella were developed antibiotics active against grampostive microflora and dry bile salts inhibiting the growth of proteus were used as the inhibitors of the growth of the accompanying microflora the medium was LCM and the bile salts may be prepared in a dry form,43,lincomycin
oxidative capacity of the fusidinproducing strains with various biosynthetic activity was studied comparatively the studies showed that by their capacity to oxidize pyruvate and some metabolites of the tricarboxylic acid cycle acetate succinate malate the strains were arranged in the order reverse to their antibiotic activity such regularity was observed during the whole fermentation process and was most pronounced by the rd and th days beginning of the idiophase the rate of gl oxidation was higher in more active strains the same regularity was noted in the nd phase of the strain OD associated with beginning of fusidin biosynthesis in the st phase the st and nd days the strains almost did not differ by their capacity to oxidize glucose by oxidation of phosphorylated ethers of carbohydrates glucosephosphate and fructosophosphate the strains did not differ various fusidinproducing strains Ox nadn and nadpn approximately with the same rate it is supposed that mutations leading to increased antibiotic production are associated with changes in acetate metabolism in the direction of more intensive biosynthesis of isoprenoid compounds potential precursors of the fusidin molecule,72|92|138,glucose|development|oxidized
antibioticresistant shigella are increasingly prevalent lactulose a nonabsorbable disaccharide was investigated as an alternative therapy for shigella infection on the hypothesis that the shortchain fatty acids inhibitory to shigella resulting from metabolism of lactulose by normal colonic flora would diminish shigella excretion a LT antibioticrefractory carrier LB excreting to shigella sonneig of feces was given two courses of lactulose of and days duration during lactulose therapy excretion of shigella was greatly diminished day course or suppressed below detectable levels day course but returned to pretreatment levels upon discontinuation of lactulose the volunteers who developed induced shigellosis during an efficacy test of oral shigella flexneri a vaccine were randomly given oral ampicillin lactulose or PL in doubleblind fashion daily rectal cultures were taken T3 days of therapy cultures were still positive in four out of four men on lactulose three of three on placebo and none of three on ampicillin mean stool ph of men receiving lactulose was significantly lower than those getting ampicillin p or PL p only in the lactulose group was mean stool ph during therapy significantly decreased compared with the level off therapy versus p lactulose shows promise for the treatment of shigella carriers but appears ineffective in treatment of acute shigellosis,43|46|113|122|165,longterm|large bowel|placebo|after|placebo
various branched fatty acids particularly those of isoconfiguration have been shown to possess fungistatic and bacteriostatic properties on the basis of their swelling effect on hyphae of fusarium roseum it was suggested that this is due to an increase in the permeability of the BPM the CMS of fatty acids in membranes should be expected to be influenced by the degree of dissociation and the presence of counter ions therefore the effects of ph and k na and ca ions were studied it is demonstrated that the presence of the univalent ions na and k markedly enhances the fungistatic effect of isotetradecanoic acid whereas the opposite effect is noted for the divalent ion ca the effects are particularly pronounced at high ph furthermore the antimicrobial effect obtained from the combination of fatty acid and tetramethylthiuramdisulfide is significantly enhanced in the presence of and kcl,44|46,plasma membrane|solubilization
citrate synthase activity of saccharomyces cerevisiae was determined by a radioactive assay procedure and the RP ccitric acid was identified by chromatographic techniques atp datp gtp and nadh were most inhibitory to the citrate synthase invitro the activity was inhibited to a lesser extent by adp utp and nadp whereas amp and ctp were much less GABA nadh like nad glutamic acid glutamine Arg ornithine proline aspartic acid and alphaketoglutarate exhibited no inhibition these results have been discussed in the light of the role of citrate synthase for the SE metabolism and glu biosynthesis,15|56|63|89|92,reaction product|inhibitory|arginine|energy|glutamic acid
a new solid medium is described for growing iron and heterotrophic bacteria from AMD amd examination of amd from five states revealed several kinds of colonies of ironoxidizing bacteria i smooth ii smooth with secondary growth sectors or branching iii starshaped iv radiating lobe and v flatrough all amd samples yielded whitish colonies that could not use ferrous iron sulfur or hydrogen nor could they grow on nutrient agar BB heart infusion agar or trypticase soy agar glucose and sucrose supported growth if the sugarsalts medium was at ph the new iron medium has several advantages over others i easy preparation ii rapid growth iii larger colonies iv differentiation of colony morphology and v detection of a new group of heterotrophic acidophilic bacteria,13|69,acid mine drainage|brain
a simple nonaseptic lowcast process for the conversion of cassava a starchy tropical root crop into microbial protein for use as animal feed was sought screening tests culminated in the isolation of a thermotolerant amylaseproducing mold designated i which was identified as aspergillus fumigatus the optimum ph for protein synthesis was but the optimum temperature was less than the desired temperature larger than or equal to c required for a nonaseptic fermentation a fumigatus i and its asporogenous mutant ia grew equally well in a medium prepared from whole cassava roots with a mean protein doubling time at c and ph of h in batch culture approximately carbohydrate supplied as whole cassava could be feremented in h giving a final yield of g of dry product containing CP per liter the conversion of carbohydrate used to crude protein was when determined as amino acids the protein content of the product which contained cassava bark and other unfermented residues was with urea as the nitrogen source no ph control was necessary preliminary data indicated that medium prepared from whole cassava roots was GABA to the mold unless the cassava pulp was heated to c immediately after being ground heating to c was required to gelatinize the starch and permit its complete utilization,127|181,crude protein|inhibitory
MPN mpn and membrane filtration mf techniques were evaluated with respect to selectivity sensitivity and efficiency in recovering pseudomonas aeruginosa strains in hospital fluids and extramural water environments known numbers of cells of a naturally occurring CS of p aeruginosa maintained in DW or cells subcultured on standard methods agar were added to test samples containing various types and levels of BG microbial contamiants environmental samples containing unknown numbers of p aeruginosa strains also were tested asparagine and acetamide broths were employed as presumptive media in mpn tests and mpa and pseudosel agars were used in mf assays statistical analyses of data showed the superiority and comparability of the asparaginempn and mpamf systems greater precision and accuracy were consistently obtained in either assay technique by the use of naturally occurring cells as test organisms the type of filter and nature of diluents employed as well as ph of assay media were found to greatly influence both recovery and developemnt of characteristic colonial morphology in the mpamf system,0|36|42|61,mostprobablenumber|strain|distilled water|background
the kinetic study of a process is usually performed by measuring a convenient intensive property p as a function of time the affinity rule states that when a given process takes place under different external constraints eg different temperatures pressures ph values etc the various p versus time curves are related by an affinity transformation parallel to the time axis in other words the p versus log time curves are parallel and can be superimposed by translation the validity of the rule has been extensively tested in chemical and physiochemical processes but there is no evidence as yet that it extends to biological systems the present paper shows that the rule is indeed valid for the kinetics of growth of an escherichia coli culture at various temperatures and ph values more extended experiments are necessary to prove or disprove the GA validity of the rule in biological systems but its practical interest is evident whenever it is valid it will be possible from a very small number of measurements to predict the complete behavior of the system in a number of various external conditions,140,general
eighteen children suffering from hay fever were treated with intranasal beclomethasone dipropionate mugday and an identical placebo aerosol in a doubleblind crossover trial of the children preferred the intranasal beclomethasone dipropionate one had no preference none preferred the placebo the effect on the nasal PS was impressive symptom scores decreased on average to and the number of antihistamine tablets taken to of the pretreatment amount some beneficial effect on eye symptoms was also discernible possibly due to an indirect influence from the nasal mucosa via the nasolacrimal reflex adrenal CF was not affected it was concluded that mug beclomethasone dipropionate given intranasally daily for some weeks is an effective and safe treatment for hay fever in children,44|89,symptoms|function
in an IN animal or patient any shift in oxyhemoglobin affinity is inevitably associated with concurrent fluctuation in numerous other determinants of oxygen delivery for this reason the influence of hemoglobin affinity for oxygen on tissue oxygen consumption has been incompletely evaluated the purpose of this study was to investigate the influence of oxyhemoglobin affinity as the sole variable of oxygen delivery in an isolated perfused canine hindlimb a membrane lung system which allowed precise control of blood flow temperature arterial oxygen content and arterial ph was established twelve isolated canine hindlimbs were alternatively perfused with autologous stored leftshifted and fresh rightshifted blood in paralled perfusion systems the dpg concentrations p and oxygen consumptions were significantly different in the two paralled perfusion systems a decreased hemoglobin affinity for oxygen appeared to permit increased oxygen offloading at the tissue level,2,intact
the relationship between muscle surface ph phm and the arterialvenous oxygen content difference avod was studied in patients undergoing reconstructive arterial surgery and in patients undergoing acute normovolemic HD there was a consistent inverse relation between phm in the ischemic lower extremity and the femoral avod before during and after aortic clamping there was also an inverse relation between avod and phm during HD these data confirm that phm is a reliable indicator of tissue perfusion and correlates with the avod,28|63,hemodilution|hemodilution
blood flow in aortocoronary RSV grafts was studied in response to intragraft injection of sodium nitroprusside and papaverine hydrochloride following injection of mug of sodium nitroprusside mean graft flow increased from to ml per minute administration of mg of papaverine hydrochloride caused mean graft flow to rise from to ml per minute sodium nitroprusside increases aortocoronary graft flow the doubling effect of mug of the drug being of the same order of magnitude as that induced by mg of papaverine hydrochloride,4,saphenous vein
the comparative in vivo performance of adultsize bubble and rotating membrane oxygenators was evaluated during closedchest CP bypass for six hours in two CG of dogs the results show that the rotating membrane oxygenator is efficient in oxygen and carbon dioxide transfer with minimal trauma to blood while platelet destruction and hemolysis were marked with the bubble oxygenator cerebral cardiac and respiratory complications were frequent with the bubble oxygenator and absent with the membrane oxygenator,16|23,cardiopulmonary|groups
the specificity of ca for the interaction of beta adrenergic agonists with their receptors in rb RA atrial muscle was evaluated this was accomplished by substituting ca by an equimolar concentration of sr doseresponse curves which demonstrate the effect of norepinephrine and isoproterenol on the rate of electrical activity in the presence of ca or sr were made in addition the antagonistic action of propranolol x m in a cacontaining or srcontaining medium was determined the results clearly demonstrate that sr can effectively substitute for ca in maintaining electrical and mechanical activity in cardiac muscle also norepinephrine and isoproterenol can increase the rate of electrical activity in a ca or srcontaining medium this effect of these beta agonists is mediated through the betareceptors since propranolol effectively blocked their action it appears that ca per se is not required for beta agonist or antagonistreceptor interaction in cardiac muscle the results are discussed in relation to the dependency on extracellular ca for beta agonists to cause a change in the rate of EA after receptor occupancy,15|16|170,rabbit|right|electrical activity
a dog liver preparation in situ was used intravenous infusion of isoprenaline caused a decrease of plasma potassium C2 which was preceded in some of the animals infused with higher doses by a rise in PK propranolol abolished both these effects of isoprenaline whereas phentolamine was devoided of effects liver potassium was not affected by isoprenaline infusions phenylephrine caused release of potassium from the liver this effect was blocked by phentolamine but not by propranolol combination of phenylephrine and isoprenaline induced a superadditive hyperkalemia analysis of these results led to the conclusion that the rise in PK due to phenylephrine might reflect a direct kalemotropic effect and an indirect hypoxemic effect isoprenaline seems to increase the hypoxemia caused by phenylephrine by opening the intrahepatic V1 shunts,18|35|96|124,levels|plasma potassium|plasma potassium|vascular
six benzodiazepine derivatives given CT or in combination with amphetamine were tested in mice subjected to five trial avoidance sessions in the shuttlebox all derivatives execpt bromazepam showed some facilitating effects on avoidance responding when given CT facilitation was particularly evident following the administration of chlordiazepoxide mgkg medazepam mgkg and nitrazepam and mgkg favourable effects were obtained by combining each benzodiazepine compound with amphetamine the levels of avoidance respinses were usually higher under benzodiazepineamphetamine combinations than under benzodiazepines alone,4|36,alone|alone
the action of a number of compounds able to react with thiols was tested on guineapig NF perfused at constant pressure the sh reagents used were nano oxidized glutathione cystamine diamide difluorodinitrobenzene nitroglycerol sodium nitroferricyanide and hgcl dithiodinicotinic acid an sh reagent that does not penetrate the cell produced no effect all the other sh reagents produced an increase in coronary flow all except Ox glutathione and nitroglycerol increased the HR rate the increase in heart rate and oxygen consumption could be completely blocked by dichloroisoproterenol the increase in coronary flow was not affected difluorodinitrobenzene diamide cystamine and nano significantly decreased the acidsoluble thiol content of the heart for these compounds there was a significant correlation between the decrease in coronary flow and the decrease in thiols we conclude that in the isolated heart most sh reagents if used at the appropriate concentration will increase the HR rate probably by relaasing catecholamines they will also decrease the coronary resistance probably by a direct effect on the coronary vessels,16|64|70|146,hearts|oxidized|heart|heart
the adrenergic receptor responses of isolated strips of iris dilator muscle from rabbits were studied an alpha agonist norepinephrine and a beta agonist isoprenaline were used to assess adrenergic sensitivity before and after pretreatment of tissues with metabolic inhibitors at and degrees c the metabolic inhibitors used were iodoacetic acid and dinitrophenol temperature change altered adrenoceptor sensitivity in the same manner before and after metabolic inhibition IAA mugml pretreatment increased both alpha and beta responses dinitrophenol mugml pretreatment increased alpha and decreased beta responsiveness the results obtained indicate that some metabolic process altered by dinitrophenol may be involved in this adrenoceptor interconversion seen when temperature is changed this supports the theory that local environment determines the drug sensitivity alpha or beta of a single adr,66|124,iodoacetic acid|adrenergic receptor
in the isolated preparation from the rabbit thoracic aorta the affinities of the vasoconstrictor agents phenylephrine and histamine as well as of the vasodilator betasympathomimetic drugs isoprenaline fenoterol th a terbutaline and salbutamol under the conditions of temperature increase triiodothyronine and decrease of extracellular ph were investigated it was observed that a temperature increase from degrees to degrees c significantly indreased the maximal tension evoked by histamine whereas that induced by the alphasympathomimetic drug phenylephrine was not altered significantly the maximal relaxation caused by betasympathomimetic drugs either at degrees or at degrees c did not differ from one another the affinities of histamine phenylephrine and of the betasympathomimetic drugs isoprenaline fenoterol terbutaline and salbutamol each were comparable at either degrees or degrees c the rank order of efficacy of the betasympathomimetic drugs is isoprenaline greater than fenoterol greater than salbutamol greater than terbutaline a decrease of the ph from to diminished the affinities of histamine and of the beta sympathomimetic drugs whereas that of the alphaadrenergic drug phenylephrine was not altered a further decrease of the ph to diminished additionally the affinity of histamine and of isoprenaline and especially that of the other betasympathomimetic drugs to such an extent that in the latter case complete doseresponse curves could not be determined any more i.c.v. of the animals with mgkg of triiodothyronine t for two days which strongly depressed the tension induced by either histamine or phenylephrine did not alter the affinity of both drugs t in vitro m only diminished the affinity of histamine but left that of phenylephrine unaltered i.c.v. for two days with mgkg of t yielded a significant diminution of the pdvalues for two betasympathomimetic drugs investigated namely isoprenaline and fenoterol also the administration of t in vitro in a final concentration of m resulted in a diminution of the affinity of both betasympathomimetic drugs the results obtained show that also on the aorta betaadrenoceptor stimulants are dependent on the metabolic state while alphaadrenoceptor stimulants are not,213|260,pretreatment|pretreatment
nicotine perfused through the coronary circulation of the isolated atropinized cat HR elicits antidromic activity in the cardiac sympathetic nerves the pattern of discharge varies in a complex fashion with dose at low concentrations activity may last up to min whereas at high doses the antidromic response may last only a few seconds sympathetic transmitter is released into the perfusion fluid there is dissociation between the amount of transmitter that overflows from the heart and the total antidromic activity with increasing dose of nicotine with smaller doses of NIC the magnitude of the antidromic activity probably indicates the level of depolarization of the nerve terminal i.t. of greater doses of nicotine causes still greater transmitter release but not the generation of antidromic impulses due presumably to persistent depolarization below a critical level during the NIC infusion and immediately afterwards the antidromic response to acetylcholine and the effector responses associated with the adrenergic transmitter PR by acetylcholine and sympathetic nerve stimulation were blocked the rates of recovery of these responses were similar with a halftime of to min although the antidromic response to kcl was blocked during the nicotine infusion it recovered more rapidly within min the antidromic response to kcl tended to exceed control C2 it is proposed that nicotine causes a prolonged depolarization of the membrane of the adrenergic nerve terminal the site of action of nicotine the basis of its prolonged action and the interrelationship of this depolarization with transmitter release and intracellular uptake are discussed,11|88|105|134|153|204,heart|nicotine|injection|nicotine|release|levels
water soluble pig insulin x to x gml produced a marked and longlasting increase in the CF of the rb auricle in vitro once the maximum effect for a given insulin concentration had been reached addition of more insulin did not produce any further increase in inotropic effect insulin was without effect in reserpinized animals inhibition of cardiac betareceptors by propranolol suppressed the PIE of insulin these findings support the hypothesis that insulin releases catecholamines from the myocardium,16|19|63,contractile force|rabbit|positive inotropic effect
